tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,inbound_flag,brand_hint,normalized_text,text_length,word_count
100666,781438,True,Wed Nov 22 00:12:20 +0000 2017,"@115714 Don't join sprint, they are robbers and liars. They've been mischarging me for months and won't refund bc on one can  authorize $150 refund",2801129,100641.0,True,sprintcare,"@115714 don't join sprint, they are robbers and liars. they've been mischarging me for months and won't refund bc on one can authorize $150 refund",147,25
1006918,358270,True,Sun Oct 22 19:21:17 +0000 2017,"@115725, you need to stop sending shit threatening me to cut my service. We always pay you fucking assclowns for your shit service...",1006917,,True,unknown,"@115725, you need to stop sending shit threatening me to cut my service. we always pay you fucking assclowns for your shit service...",133,23
1006975,358288,True,Sun Oct 22 19:08:54 +0000 2017,@116584 what the heck is up with this?  Literally it was down the road and doubled distance to go out of my way for another order. https://t.co/ElOyKGsn6z,1006974,,True,DoorDash_Help,@116584 what the heck is up with this? literally it was down the road and doubled distance to go out of my way for another order. https://t.co/eloykgsn6z,154,27
1007410,358384,True,Wed Oct 11 16:05:18 +0000 2017,.@asksalesforce just told me I provided them with install link for managed package and not upgrade link. Till today I thought it is the same,"1007412,1007408",,True,asksalesforce,.@asksalesforce just told me i provided them with install link for managed package and not upgrade link. till today i thought it is the same,140,25
1008210,250729,True,Sun Oct 22 19:21:10 +0000 2017,"Oh my @hulu_support #hululive is sooooo laggy! FIX IT!! And no, it’s not my internet connection.",1008209,,True,hulu_support,"oh my @hulu_support #hululive is sooooo laggy! fix it!! and no, it’s not my internet connection.",96,16
100825,138051,True,Thu Nov 30 17:09:20 +0000 2017,"@VirginTrains @138052 @120576 Thanks :-). What I’m suggesting is that you run a season of journeys where a composer sets the journey to music,played aloud (on good speakers) in a carriage. There could be no better soundtrack IMHO than Philip Glass (I’m currently hurtling through Britain to the Tirol concerto)",,100824.0,True,unknown,"@virgintrains @138052 @120576 thanks :-). what i’m suggesting is that you run a season of journeys where a composer sets the journey to music,played aloud (on good speakers) in a carriage. there could be no better soundtrack imho than philip glass (i’m currently hurtling through britain to the tirol concerto)",310,50
1008289,358585,True,Sun Oct 22 20:11:59 +0000 2017,@ATVIAssist  https://t.co/l1GOCsShJZ,"1008291,1008292",1008288.0,True,ATVIAssist,@atviassist https://t.co/l1gocsshjz,36,2
1008387,358612,True,Thu Oct 12 10:05:06 +0000 2017,@Tesco  your oats value needs to remove from every U.K. branch. IMMEDIATELY,1008386,,True,Tesco,@tesco your oats value needs to remove from every u.k. branch. immediately,75,12
1008444,358628,True,Sat Oct 14 13:01:26 +0000 2017,@358629 @O2 They did this to me too!!!!!!,1008443,1008445.0,True,O2,@358629 @o2 they did this to me too!!!!!!,41,8
1008499,358641,True,Sun Oct 22 20:22:37 +0000 2017,@AmazonHelp My item was damaged during shipping because it was mailed in a bubble envelope. How will you help me?,1008498,,True,AmazonHelp,@amazonhelp my item was damaged during shipping because it was mailed in a bubble envelope. how will you help me?,113,20
1009077,358777,True,Sat Oct 14 14:08:10 +0000 2017,@AppleSupport Yes I have the latest version. Both devices also switch off the ‘ask to join known network’ option by themselves as well,1009079,1009076.0,True,AppleSupport,@applesupport yes i have the latest version. both devices also switch off the ‘ask to join known network’ option by themselves as well,134,23
1009112,358783,True,Sun Oct 22 20:33:45 +0000 2017,"@AdobeCare Also, on launch weekend for new software w/ extra cloud charges, why is Twitter only open support channel?",,1009110.0,True,unknown,"@adobecare also, on launch weekend for new software w/ extra cloud charges, why is twitter only open support channel?",117,19
1009381,358842,True,Sun Oct 22 20:35:18 +0000 2017,"According to my back, @Delta Comfort+ is a lie.",1009380,,True,Delta,"according to my back, @delta comfort+ is a lie.",47,9
1009861,358952,True,Sat Oct 14 11:51:17 +0000 2017,@marksandspencer great value for £8 no veg and just look at all the gravy https://t.co/HGibpnUaAv,"1009860,1009862,1009863",,True,marksandspencer,@marksandspencer great value for £8 no veg and just look at all the gravy https://t.co/hgibpnuaav,97,15
1009924,358965,True,Sun Oct 22 19:40:19 +0000 2017,@116057 just waited an hour for our food and the restaurant wouldn't give it to the postmate because he had a bad attitude. help please.,1009923,,True,Postmates_Help,@116057 just waited an hour for our food and the restaurant wouldn't give it to the postmate because he had a bad attitude. help please.,136,25
1009985,358980,True,Sat Oct 14 14:11:42 +0000 2017,"@CoxHelp Well, you’re not responding to my DM...",1009987,1009984.0,True,CoxHelp,"@coxhelp well, you’re not responding to my dm...",48,8
1010257,359047,True,Sat Oct 14 14:11:30 +0000 2017,@PearsonSupport Just downlaoded the app which is working. Thank you.,,1010256.0,True,unknown,@pearsonsupport just downlaoded the app which is working. thank you.,68,10
1010488,359109,True,Sat Oct 14 14:36:31 +0000 2017,@AppleSupport Too many bugs. It get blocked and reset the system every time I try to open an app 😩 Thank you 💕,1010490,1010487.0,True,AppleSupport,@applesupport too many bugs. it get blocked and reset the system every time i try to open an app 😩 thank you 💕,110,23
101071,138118,True,Thu Nov 30 17:12:32 +0000 2017,@GreggsOfficial Cheers. Local shop and chip shop offer 10-15% for drivers already,,101070.0,True,unknown,@greggsofficial cheers. local shop and chip shop offer 10-15% for drivers already,81,12
1010711,359169,True,Sun Oct 22 12:31:07 +0000 2017,"@AskVirginMoney Hi! I'm having problems logging in to my online account, the mobile number listed is incorrect so I can't receive a passcode",1010710,,True,unknown,"@askvirginmoney hi! i'm having problems logging in to my online account, the mobile number listed is incorrect so i can't receive a passcode",140,23
1010811,359191,True,Sun Oct 22 20:26:57 +0000 2017,@AppleSupport @115858 Can’t connect ur website from Turkey and you haven’t done anything yet! What is wrong with you? https://t.co/X1CPv0Z1r9 https://t.co/9HBjqhSyv9,1010809,1010815.0,True,AppleSupport,@applesupport @115858 can’t connect ur website from turkey and you haven’t done anything yet! what is wrong with you? https://t.co/x1cpv0z1r9 https://t.co/9hbjqhsyv9,165,21
1010962,359207,True,Sun Oct 22 21:09:12 +0000 2017,@VirginTrains @123241 is there a booking line at this time?,1010961,1010963.0,True,VirginTrains,@virgintrains @123241 is there a booking line at this time?,59,10
1011011,359217,True,Sun Oct 22 20:57:28 +0000 2017,"@SouthwestAir first a weather delay then told it's plane maintenance, then more plane maintenance. 5hour delay! What's the deal?","1011009,1011014",,True,SouthwestAir,"@southwestair first a weather delay then told it's plane maintenance, then more plane maintenance. 5hour delay! what's the deal?",128,19
1011127,359241,True,Sun Oct 22 20:44:41 +0000 2017,"Sunday night, moses basket ordered from the hospital for our new baby girl, a few hrs later, it's here! @116245 #FastTrack #bitbiased https://t.co/OAzEgDBmTd","1011126,1011128,1011129,1011130,1011131,1011132",,True,ArgosHelpers,"sunday night, moses basket ordered from the hospital for our new baby girl, a few hrs later, it's here! @116245 #fasttrack #bitbiased https://t.co/oazegdbmtd",157,23
1011216,359261,True,Sat Oct 14 14:13:30 +0000 2017,It is disgusting how @119033 now part of @115725 handles customer service. I’ll never sign up for any Verizon services.,1011214,,True,VerizonSupport,it is disgusting how @119033 now part of @115725 handles customer service. i’ll never sign up for any verizon services.,119,20
1011429,264124,True,Thu Oct 12 08:34:47 +0000 2017,"@116331 bad experience to port my number in idea,no 4G network in Delhi even no connectivity of call and data.",1011428,,True,idea_cares,"@116331 bad experience to port my number in idea,no 4g network in delhi even no connectivity of call and data.",110,20
1011543,359337,True,Sun Oct 22 21:14:18 +0000 2017,@115873 why did one of your drivers get out of his car and try to fight me in the street? #qualityservice,1011542,,True,Uber_Support,@115873 why did one of your drivers get out of his car and try to fight me in the street? #qualityservice,105,21
1011818,359406,True,Sat Oct 14 12:41:54 +0000 2017,@115858 what have you done to #iOS upgraded my mums iPad #broken https://t.co/6MAwhvPyKR,1011816,,True,AppleSupport,@115858 what have you done to #ios upgraded my mums ipad #broken https://t.co/6mawhvpykr,88,13
1012352,359544,True,Sun Oct 22 16:49:25 +0000 2017,phone stolen. It's phenomenal how much other people can make your life difficult #screwed @115858 help me!,1012350,,True,AppleSupport,phone stolen. it's phenomenal how much other people can make your life difficult #screwed @115858 help me!,106,17
1012481,359580,True,Sun Oct 22 18:00:37 +0000 2017,"@VirginTrains so if you book a ticket the wrong way round, no leeway on a refund whatsoever? Make an already stressful situation better. 👍",1012479,,True,VirginTrains,"@virgintrains so if you book a ticket the wrong way round, no leeway on a refund whatsoever? make an already stressful situation better. 👍",138,24
1012585,320521,True,Mon Oct 23 13:41:02 +0000 2017,@GWRHelp Can I point out another train basically cancelled. You haven’t even said that the 14:26 isn’t stopping locally anymore- I only know that,1012587,1012583.0,True,unknown,@gwrhelp can i point out another train basically cancelled. you haven’t even said that the 14:26 isn’t stopping locally anymore- i only know that,145,24
101259,138162,True,Thu Nov 30 17:09:24 +0000 2017,Only to break File Sharing! Sigh :-( /cc @115858 https://t.co/QGw2mX4igg,101258,,True,AppleSupport,only to break file sharing! sigh :-( /cc @115858 https://t.co/qgw2mx4igg,72,10
1012665,132146,True,Sat Oct 14 13:46:31 +0000 2017,"@ChaseSupport Weird, you’re just as helpful when you’re gone as when you’re here",1012666,1012659.0,True,ChaseSupport,"@chasesupport weird, you’re just as helpful when you’re gone as when you’re here",80,13
1013063,359715,True,Sun Oct 22 18:10:09 +0000 2017,Hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/M03EgGdIY7,1013062,,True,AmazonHelp,hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/m03eggdiy7,111,17
1013358,324779,True,Sat Oct 14 22:06:26 +0000 2017,@TMobileHelp @115913 Get bumped around from person to person and nothing gets done. @115913 don’t forget the older customers!,1013360,1013355.0,True,TMobileHelp,@tmobilehelp @115913 get bumped around from person to person and nothing gets done. @115913 don’t forget the older customers!,125,19
1013728,359869,True,Sun Oct 15 03:55:18 +0000 2017,@idea_cares This is my sim number,1013729,1013726.0,True,idea_cares,@idea_cares this is my sim number,33,6
1013868,359909,True,Sun Oct 22 13:47:00 +0000 2017,"@137317 @115877 @Uber_Support thanks for not giving me half of my order, not impressed 😒",1013867,,True,Uber_Support,"@137317 @115877 @uber_support thanks for not giving me half of my order, not impressed 😒",88,15
1014529,360065,True,Sun Oct 22 18:40:27 +0000 2017,@Postmates_Help We are still waiting for your “support” team to respond.,,1014528.0,True,unknown,@postmates_help we are still waiting for your “support” team to respond.,72,11
1014942,252540,True,Sun Oct 15 22:00:13 +0000 2017,"@hulu_support I already chatted w/ someone about this for over an hour, she had no idea what I was talking about.",1014943,1014941.0,True,hulu_support,"@hulu_support i already chatted w/ someone about this for over an hour, she had no idea what i was talking about.",113,21
1016086,360419,True,Fri Oct 13 14:30:39 +0000 2017,@115900 has the worst customer service. I have screenshots of a credit I'm supposed to get and literally no one can help me,"1016085,1016087",,True,comcastcares,@115900 has the worst customer service. i have screenshots of a credit i'm supposed to get and literally no one can help me,123,23
1016123,360429,True,Sat Oct 14 14:42:43 +0000 2017,@AskAmex very disappointed by poor customer service.Your customer service agent running a credit check without my consent. @116988,1016121,,True,AskAmex,@askamex very disappointed by poor customer service.your customer service agent running a credit check without my consent. @116988,130,18
1016193,360441,True,Mon Oct 23 10:45:37 +0000 2017,@GloCare Thanks . Yes the issue regarding not able to call has been fixed but my browsing is bad. No 4G LTE &amp; it fluctuates btw E and 3G ...Still bad,1016194,1016192.0,True,unknown,@glocare thanks . yes the issue regarding not able to call has been fixed but my browsing is bad. no 4g lte &amp; it fluctuates btw e and 3g ...still bad,153,31
1016211,360443,True,Sun Oct 22 21:07:31 +0000 2017,@116136 A dead man can move data faster than Comcast. No bullshit either.,1016207,,True,unknown,@116136 a dead man can move data faster than comcast. no bullshit either.,73,13
1016532,360518,True,Thu Oct 12 14:01:46 +0000 2017,"@SpotifyCares No, I am asking Google Home, play song X. Once song is done, no other songs queue up automatically",1016530,1016538.0,True,SpotifyCares,"@spotifycares no, i am asking google home, play song x. once song is done, no other songs queue up automatically",112,20
1016823,360584,True,Mon Oct 23 18:48:53 +0000 2017,@Tesco Woolwich. Police are useful for the aftermath but would be sensible to target this at the source.,1016825,1016822.0,True,Tesco,@tesco woolwich. police are useful for the aftermath but would be sensible to target this at the source.,104,18
1016984,364974,True,Mon Oct 23 01:15:00 +0000 2017,@360623 @115911 @115913 How doni get netflix subscription?,1035669,1016982.0,True,TMobileHelp,@360623 @115911 @115913 how doni get netflix subscription?,58,8
1017056,360634,True,Sun Oct 22 21:16:59 +0000 2017,"@XboxSupport Ok thanks, I'd like to see it in the future.",1017058,1017055.0,True,XboxSupport,"@xboxsupport ok thanks, i'd like to see it in the future.",57,11
1017069,360636,True,Sun Oct 22 09:37:01 +0000 2017,@hulu_support Please fix your freakin ads! I pay you every month to watch a few shows and you rob me with ads!,1017068,,True,hulu_support,@hulu_support please fix your freakin ads! i pay you every month to watch a few shows and you rob me with ads!,110,22
1017188,343031,True,Sat Oct 14 16:26:39 +0000 2017,@SouthwestAir Yes 1-844-782-9792. I called them but was told I’d have to rebook myself online and they could only apply for a refund,1017189,1017187.0,True,SouthwestAir,@southwestair yes 1-844-782-9792. i called them but was told i’d have to rebook myself online and they could only apply for a refund,132,23
1017506,360745,True,Sun Oct 22 21:47:34 +0000 2017,"@Uber_Support No, I can’t because you’re not here yet. But I want you!!!! Nom nom nom",1017508,1017505.0,True,Uber_Support,"@uber_support no, i can’t because you’re not here yet. but i want you!!!! nom nom nom",85,16
1017538,360752,True,Sat Oct 14 15:30:30 +0000 2017,@sprintcare Call me now,1017537,1017539.0,True,sprintcare,@sprintcare call me now,23,4
1017685,360789,True,Sun Oct 22 21:20:15 +0000 2017,Way to replace a perfectly fine interface with a jumbled mess of garbage @115786 @XboxSupport @115890  #doyoueventestbro,1017684,,True,XboxSupport,way to replace a perfectly fine interface with a jumbled mess of garbage @115786 @xboxsupport @115890 #doyoueventestbro,120,17
1017740,360797,True,Sun Oct 22 13:02:47 +0000 2017,@hulu_support trying your service and direvtv now. They seem to have a better pic quality. Any plans to improve yours? Using fire tv stick,1017738,,True,hulu_support,@hulu_support trying your service and direvtv now. they seem to have a better pic quality. any plans to improve yours? using fire tv stick,138,24
1018173,199686,True,Sat Oct 14 15:31:09 +0000 2017,@115850 purchased Redmi 4mic not working return this product smartcheck pin invalid #worst #service #fraud @119351 @118702,"1018171,1018192",,True,AmazonHelp,@115850 purchased redmi 4mic not working return this product smartcheck pin invalid #worst #service #fraud @119351 @118702,122,17
1018849,361076,True,Sun Oct 22 21:04:33 +0000 2017,"@AppleSupport it's been like a month from trying to update my phone, and it still won't update :/. help https://t.co/D8Uqfmmab6",1018848,,True,AppleSupport,"@applesupport it's been like a month from trying to update my phone, and it still won't update :/. help https://t.co/d8uqfmmab6",127,20
1019628,361252,True,Sat Oct 14 15:25:44 +0000 2017,@AppleSupport 11.0.3. I have the screen lock on for vertical. After reboot it stops for a few hours then goes to it again,1019627,1019629.0,True,AppleSupport,@applesupport 11.0.3. i have the screen lock on for vertical. after reboot it stops for a few hours then goes to it again,121,23
1019784,330833,True,Sun Oct 22 22:30:15 +0000 2017,@hulu_support No no. I mean on demand streaming of a show becoming available right away vs the next day.,1019786,1019783.0,True,hulu_support,@hulu_support no no. i mean on demand streaming of a show becoming available right away vs the next day.,104,19
1019788,203227,True,Sun Oct 22 21:18:18 +0000 2017,@hulu_support I can't seem to find the AMC channel.  I want to get prepped for The Walking Dead Season 8 premiere tonight!,"1019789,1019787",,True,hulu_support,@hulu_support i can't seem to find the amc channel. i want to get prepped for the walking dead season 8 premiere tonight!,122,22
1020372,361449,True,Thu Oct 12 15:06:48 +0000 2017,y’all are trash fr @116035,1020371,,True,BofA_Help,y’all are trash fr @116035,26,5
1020706,361536,True,Sun Oct 22 22:36:48 +0000 2017,@CenturyLinkHelp Get us our service back!!! It going out once a week is B.S.!!!,1020705,1020707.0,True,CenturyLinkHelp,@centurylinkhelp get us our service back!!! it going out once a week is b.s.!!!,79,14
102073,138375,True,Wed Nov 29 19:16:45 +0000 2017,Hey @115940 - that sound that plays when I open the app is WAY TOO LOUD. Some of us have sleeping babies over here. Throw me a bone.,102071,,True,hulu_support,hey @115940 - that sound that plays when i open the app is way too loud. some of us have sleeping babies over here. throw me a bone.,132,28
1020766,361546,True,Sat Nov 25 14:45:33 +0000 2017,@AldiUK gutted that your wine gums only had 1 red and 2 black sweets in the bag ! #notimpressed #wholikestheorangeones 😩 https://t.co/kcnpRGIee6,1020765,,True,AldiUK,@aldiuk gutted that your wine gums only had 1 red and 2 black sweets in the bag ! #notimpressed #wholikestheorangeones 😩 https://t.co/kcnprgiee6,144,22
1021410,361715,True,Sun Oct 22 22:45:28 +0000 2017,"@361716 @ChipotleTweets I should of. But had to eat it on the go and with a bowl, it isn't very easy to do that! Thanks though",1021409,1021411.0,True,unknown,"@361716 @chipotletweets i should of. but had to eat it on the go and with a bowl, it isn't very easy to do that! thanks though",126,26
102178,138409,True,Thu Nov 30 16:56:07 +0000 2017,@Uber_Support @115873 @134365 @2780 Still not resolved,102177,102179.0,True,Uber_Support,@uber_support @115873 @134365 @2780 still not resolved,54,7
1021840,236120,True,Mon Oct 23 01:56:18 +0000 2017,"@AmericanAir #3.  So yea, this 1.5 million miler disagrees with your ""great link"" concept. Great agents too had same answer. So bad. https://t.co/vCf7nsVnP7",,1021837.0,True,unknown,"@americanair #3. so yea, this 1.5 million miler disagrees with your ""great link"" concept. great agents too had same answer. so bad. https://t.co/vcf7nsvnp7",156,23
1021976,361856,True,Sat Oct 14 16:11:28 +0000 2017,"@McDonalds I'll say Golden, McDonald's has the best fries, I think.",1021974,1021977.0,True,McDonalds,"@mcdonalds i'll say golden, mcdonald's has the best fries, i think.",67,11
1022134,361857,True,Thu Oct 12 09:42:53 +0000 2017,i want chocolate moist or red velvet or sundae cone or mcflurry oreo,1022132,,True,McDonalds,i want chocolate moist or red velvet or sundae cone or mcflurry oreo,68,13
1022752,332948,True,Sat Oct 14 16:50:29 +0000 2017,"@AmazonHelp I m sorry-i m sorry, you just can’t repeat it everyday, whre is d solution, it was supposed to be delivered on Thursday. @115850",1022754,1022751.0,True,AmazonHelp,"@amazonhelp i m sorry-i m sorry, you just can’t repeat it everyday, whre is d solution, it was supposed to be delivered on thursday. @115850",140,25
1022889,199574,True,Sat Oct 14 16:03:26 +0000 2017,"@115850 the worlds pathatic delivery from amazon i wont expect this thing from you 
My order no is 237280295936 i want my product today","1022888,1022890",,True,AmazonHelp,@115850 the worlds pathatic delivery from amazon i wont expect this thing from you my order no is 237280295936 i want my product today,135,24
1022949,361289,True,Sun Oct 22 23:14:04 +0000 2017,"@hulu_support 
Not a good product for sports viewing. Go with another vendor or go to the stadium.",1022948,,True,hulu_support,@hulu_support not a good product for sports viewing. go with another vendor or go to the stadium.,98,17
1022951,362063,True,Mon Oct 23 07:50:59 +0000 2017,@hulu_support Thank you! I’d really appreciate it if I could watch it because I’m so excited for future man :),,1022950.0,True,unknown,@hulu_support thank you! i’d really appreciate it if i could watch it because i’m so excited for future man :),110,20
1023865,362290,True,Thu Oct 12 16:39:10 +0000 2017,"@Delta my parents are stuck with a *6h* delay today, no rebooking options &amp; no upgrades. They'll miss their pre-booked ground transport too",1023863,,True,unknown,"@delta my parents are stuck with a *6h* delay today, no rebooking options &amp; no upgrades. they'll miss their pre-booked ground transport too",143,23
1023867,362291,True,Thu Oct 12 16:04:27 +0000 2017,@824 Waiting 1.5 hrs to speak to a representative is painful...#Fail 😭😭😭,"1023866,1023868",,True,Delta,@824 waiting 1.5 hrs to speak to a representative is painful...#fail 😭😭😭,72,12
1023944,362315,True,Thu Oct 12 12:40:27 +0000 2017,@Uber_Support i wanted to know i go to orlando on 10 days i live in holland but can you pay in cash too?,1023943,,True,Uber_Support,@uber_support i wanted to know i go to orlando on 10 days i live in holland but can you pay in cash too?,104,23
